date,return,log_return,rolling_return_5d,rolling_return_10d,price_momentum,volume_ratio_20d,rolling_volume_mean,rolling_volume_std,obv,volatility_20d,true_range,atr_14d,rsi_14d,macd,symbol,is_pump_and_dump,is_wash_trading,is_spoofing,is_layering,is_manipulation,attribution_confidence,detector_agreement,label_confidence,centroid_distance,evidence_json,used_in_training
2026-02-03,-1.8540074601457748,-0.0384284248395607,-0.1049017509240384,-0.1507994253650363,-13455.12999999999,1.94860535935752,20075.9526305,11770.870599377704,-567178.3774029999,1.1032126323938076,2968.399999999994,1700.1935714285698,23.41174597346265,-3425.919453390976,BTCUSDT,0,0,1,0,1,0.3134218559896418,0.5,0.1567109279948209,8.642108528407517,"[{""name"": ""volume_spike"", ""value"": 1.94860535935752, ""threshold"": 1.5, ""triggered"": true, ""z_score"": null}, {""name"": ""high_volatility"", ""value"": 1.1032126323938076, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": -1.8540074601457748, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-04,-1.653331368041435,-0.0349766987828992,-0.1316709646478439,-0.155814859889817,-13504.53,1.8354013237297908,20908.429946,12462.154070839331,-605553.7374029999,1.2339263509171556,2604.3800000000047,1812.8585714285707,17.909993766750375,-3956.603157904712,BTCUSDT,0,0,0,1,1,0.30136058090645645,0.5,0.15068029045322823,8.89896648768311,"[{""name"": ""volume_spike"", ""value"": 1.8354013237297908, ""threshold"": 1.5, ""triggered"": true, ""z_score"": null}, {""name"": ""high_volatility"", ""value"": 1.2339263509171556, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": -1.653331368041435, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-05,-6.966148513889821,-0.1510256005239137,-0.2010542399146366,-0.2879237208518945,-25437.22,4.141784077942874,25664.9856655,22588.93844900874,-711852.5663929998,3.895105490793408,10255.97,2537.932142857142,12.497857507729153,-5145.43155137953,BTCUSDT,0,0,1,0,1,0.33348900619980587,0.5,0.16674450309990294,20.533481063589726,"[{""name"": ""volume_spike"", ""value"": 4.141784077942874, ""threshold"": 1.5, ""triggered"": true, ""z_score"": null}, {""name"": ""high_volatility"", ""value"": 3.895105490793408, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": -6.966148513889821, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-06,4.84144136083181,0.1150475938253494,-0.0829946545463381,-0.2091847619047619,-18669.740000000005,3.076650821194603,30077.9063625,26477.74093540916,-619313.3510829998,5.685541392234981,7670.399999999994,3082.9185714285704,27.966148033194884,-5406.328651094795,BTCUSDT,1,0,0,0,1,0.4005571889661394,0.5,0.2002785944830697,14.944935242898724,"[{""name"": ""volume_spike"", ""value"": 3.076650821194603, ""threshold"": 1.5, ""triggered"": true, ""z_score"": null}, {""name"": ""high_volatility"", ""value"": 5.685541392234981, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": 4.84144136083181, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-07,-0.4703725921714797,-0.0184588543043171,-0.12000757950896,-0.2240830038166857,-20010.61,1.385324896643674,31945.921471,26070.87470100351,-663568.8314429999,4.576888451490554,1290.87999999999,3148.344285714284,27.38498376244021,-5652.100810118485,BTCUSDT,0,0,0,1,1,0.27856042939263903,0.5,0.13928021469631952,11.63538409088137,"[{""name"": ""high_volatility"", ""value"": 4.576888451490554, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": -0.4703725921714797, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-08,0.6265653743077859,0.0149122057058759,-0.0717937828072536,-0.169164240209351,-14319.78,0.6631297700726387,32302.171681500004,25864.86011178853,-642148.2997629999,3.978327894391018,1041.0,3040.202857142856,30.804875802460543,-5697.203204679841,BTCUSDT,0,1,0,0,1,0.2721466859885656,0.5,0.1360733429942828,9.815632943950387,"[{""name"": ""high_volatility"", ""value"": 3.978327894391018, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": 0.6265653743077859, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-09,0.0403298213284867,-0.0027391234992863,-0.0413831155882465,-0.1676051254864528,-14122.490000000003,0.8926278838676162,32659.4417975,25764.327738009903,-671301.0281829999,3.425964800506116,192.38000000000463,2934.17857142857,27.83624036904949,-5682.960998656068,BTCUSDT,0,0,0,1,1,0.2821965736129747,0.5,0.14109828680648734,9.500683502397651,"[{""name"": ""high_volatility"", ""value"": 3.425964800506116, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}]",False
2026-02-10,-0.4633162941608273,-0.0186610196327817,0.0942845843243014,-0.1257259710273252,-9899.800000000005,0.624057692689676,32647.255147500004,25770.380348594776,-691674.798903,3.0622328335232734,1296.7100000000064,2962.306428571428,25.394763587928225,-5710.480740390645,BTCUSDT,0,0,1,0,1,0.338230264223909,0.5,0.1691151321119545,8.628297485903362,"[{""name"": ""high_volatility"", ""value"": 3.0622328335232734, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": -0.4633162941608273, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-11,-0.6953566615563714,-0.0258802069394735,-0.0495569157722002,-0.1284386112136426,-9885.690000000002,0.8561903975667635,33541.8922025,25278.843227450685,-720393.0449229999,2.8077892303190923,1758.7699999999895,3084.3621428571414,24.27406268533872,-5807.265828753749,BTCUSDT,0,0,1,0,1,0.3044512758073457,0.5,0.15222563790367286,9.203835005889387,"[{""name"": ""high_volatility"", ""value"": 2.8077892303190923, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": -0.6953566615563714, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
2026-02-12,-0.245666637539852,-0.0121534529376775,-0.0435450569769856,-0.1583268995985578,-12466.440000000002,0.7126265423112065,34059.5548845,24959.837860043248,-744664.7877529999,2.591075001983648,810.3500000000058,2810.11357142857,26.64305128491246,-5881.558238966973,BTCUSDT,0,0,1,0,1,0.29024398303142257,0.5,0.14512199151571128,9.17236480523056,"[{""name"": ""high_volatility"", ""value"": 2.591075001983648, ""threshold"": 0.8, ""triggered"": true, ""z_score"": null}, {""name"": ""large_return"", ""value"": -0.245666637539852, ""threshold"": 0.05, ""triggered"": true, ""z_score"": null}]",False
